image_id,image_location,turtle_id,class,Unnamed: 0,Unnamed: 0.1
ID_1KKOIHIV,top,t_id_uVgs53Cz,0,,
ID_PRY0XJOW,left,t_id_2Yn71r7R,47,,
ID_DO1ZMLIJ,right,t_id_uIlC9Gfo,67,,
ID_EIL6K5YY,top,t_id_BI99coHt,29,,
ID_B9VCJDV2,left,t_id_D0gA44av,25,,
ID_I5XYLB3F,left,t_id_Kc1tXDbJ,19,,
ID_8G9Z0REI,top,t_id_fjHGjp1w,8,,
ID_8ZLIG62K,right,t_id_8b8sprYe,33,,
ID_1DXDE9JV,left,t_id_Ts5LyVQz,14,,
ID_ZRFREAK3,top,t_id_FBsGDJhU,1,,
ID_VXLMBRF3,right,t_id_4XiPKIk7,49,,
ID_BVXNXJB0,left,t_id_a4VYrmyA,64,,
ID_DD6N21V1,top,t_id_ROFhVsy2,69,,
ID_F003CU3F,Left,t_id_GOIvCduN,55,,
ID_Z6FNFY8I,left,t_id_dVQ4x3wz,30,,
ID_X5VBB0IK,left,t_id_hRzOoJ2t,46,,
ID_WYFZLD6Z,top,t_id_UVQa4BMz,95,,
ID_9KEUKNY2,top,t_id_ifWwxWF4,92,,
ID_WNIFCX6U,left,t_id_hRzOoJ2t,46,,
ID_46RTG9VG,top,t_id_Ts5LyVQz,14,,
ID_7N1REGEV,right,t_id_EEbWq5Pj,89,,
ID_SVCJRIEI,right,t_id_2E8o5Jtl,38,,
ID_218CP5R0,left,t_id_hRzOoJ2t,46,,
ID_GCEU4OI7,top,t_id_D3kHUEgp,70,,
ID_QOP5N642,right,t_id_15bo4NKD,91,,
ID_ZREZC1ZG,left,t_id_YjXYTCGC,6,,
ID_9WTSG2MZ,left,t_id_hibDzPAP,83,,
ID_TG6J6I2T,top,t_id_8b8sprYe,33,,
ID_ZSYDP5RI,top,t_id_ZfvZBX4Q,7,,
ID_96UVYWDN,right,t_id_tjWepji1,80,,
ID_B17TP7Z5,left,t_id_ROFhVsy2,69,,
ID_UZM64SPZ,top,t_id_2E8o5Jtl,38,,
ID_AZSWVKFQ,left,t_id_FBsGDJhU,1,,
ID_L0EKS159,top,t_id_mpuNp8mf,53,,
ID_SHF7EPUM,left,t_id_KysHzQQK,84,,
ID_VS9OUM7K,right,t_id_G5eoqwD8,74,,
ID_8MNS908N,right,t_id_GrxmyS59,20,,
ID_6BHLTFXH,right,t_id_WDCMGvI4,52,,
ID_HDWOZAWG,Right,t_id_p77GDtzg,97,,
ID_8KTKVNCU,left,t_id_9GFmcOd5,77,,
ID_I5JWVGLH,right,t_id_e9i3Lbq4,82,,
ID_UZEE6OYC,right,t_id_HcnnlRda,10,,
ID_2RK7C1QN,left,t_id_hRzOoJ2t,46,,
ID_Q791I9P4,left,t_id_72SiiZCp,58,,
ID_XWSPU2VM,left,t_id_WXXcPTSW,23,,
ID_IR0IHQ7V,right,t_id_utw0thCe,36,,
ID_DZ9SO2W5,left,t_id_MwnEYfqe,79,,
ID_XGR48J5M,Top,t_id_3b65X5Lw,98,,
ID_DAJIOZB4,right,t_id_9GFmcOd5,77,,
ID_9HPYHO2V,left,t_id_n2FBHk6d,21,,
ID_VQOF4YT6,top,t_id_G5eoqwD8,74,,
ID_1X7A1UEI,right,t_id_pCO59rOk,40,,
ID_VLN1K7OL,right,t_id_BI99coHt,29,,
ID_ZIRA79HX,right,t_id_9GFmcOd5,77,,
ID_QB6M362S,left,t_id_ROFhVsy2,69,,
ID_CQDCBC5D,Top,t_id_HxxqrdTx,44,,
ID_W3LR583R,right,t_id_stWei2Uq,37,,
ID_8UQZVQ0A,top,t_id_72SiiZCp,58,,
ID_6GKENQ04,left,t_id_AMnriNb5,12,,
ID_HLZSTV7R,left,t_id_ZfvZBX4Q,7,,
ID_8DYA7KAQ,right,t_id_VP2NW7aV,87,,
ID_AZ14M63B,right,t_id_gGQbn7FA,73,,
ID_QA4MB57L,right,t_id_hRzOoJ2t,46,,
ID_IU5UT4OY,top,t_id_iZQiE7wb,57,,
ID_CVJ4OI5E,right,t_id_dVQ4x3wz,30,,
ID_TCRAK2SL,left,t_id_AOWArhGb,34,,
ID_T0BU3UA4,top,t_id_MwnEYfqe,79,,
ID_NQAIDW51,top,t_id_Kc1tXDbJ,19,,
ID_2MEG03I2,right,t_id_VP2NW7aV,87,,
ID_2HX3SP2Q,left,t_id_stWei2Uq,37,,
ID_5XXF7ZGL,top,t_id_Ts5LyVQz,14,,
ID_FZYBELYA,left,t_id_DPYQnZyv,26,,
ID_YX82QI6R,top,t_id_JI6ba2Yx,31,,
ID_12TAY32Q,top,t_id_D0gA44av,25,,
ID_Z5KA8C2M,right,t_id_ROFhVsy2,69,,
ID_NRP1AIT4,right,t_id_WXXcPTSW,23,,
ID_HTDZRCNH,left,t_id_2Yn71r7R,47,,
ID_7OBF2WX4,top,t_id_qZ0iZYsC,61,,
ID_87MCP8VR,right,t_id_uJXT7dGu,41,,
ID_54LAOD9M,right,t_id_IP1t15lD,54,,
ID_7GN187ZC,left,t_id_utw0thCe,36,,
ID_5QUIP8AJ,left,t_id_Imm5pnNf,90,,
ID_WCIJAV77,top,t_id_4XiPKIk7,49,,
ID_HE249CLY,Left,t_id_3b65X5Lw,98,,
ID_LRLI49AW,top,t_id_uJXT7dGu,41,,
ID_DAOMPKUD,Top,t_id_HxxqrdTx,44,,
ID_LC0I6KRM,top,t_id_uJXT7dGu,41,,
ID_TKQ1T7OM,right,t_id_D7NA71la,66,,
ID_TJNHJTF2,left,t_id_m2JvEcsg,2,,
ID_A3HOW1FG,left,t_id_GrxmyS59,20,,
ID_7450PZW8,right,t_id_tjWepji1,80,,
ID_CXCDSK7Q,left,t_id_Ts5LyVQz,14,,
ID_F85G6GJO,top,t_id_GrxmyS59,20,,
ID_85TJ2KL3,right,t_id_DPYQnZyv,26,,
ID_NTARX8FD,right,t_id_UVQa4BMz,95,,
ID_B50MRZGS,top,t_id_VP2NW7aV,87,,
ID_WPFYFY2D,right,t_id_uIlC9Gfo,67,,
ID_UYH1TYUJ,right,t_id_a4VYrmyA,64,,
ID_4N7JWS83,left,t_id_QqeoI5F3,43,,
ID_P8YFL5T1,left,t_id_mXD9Bjsb,93,,
ID_HI0T8Z1X,right,t_id_SwQZGIpa,86,,
ID_HKS5X6NS,right,t_id_UVQa4BMz,95,,
ID_QENUA1KV,right,t_id_Ts5LyVQz,14,,
ID_J515N5MY,top,t_id_smNwfXAT,88,,
ID_MN9QFBNA,top,t_id_GrxmyS59,20,,
ID_Y7DXL8C5,right,t_id_qZ0iZYsC,61,,
ID_SNR93SBY,top,t_id_X3bKBWYW,18,,
ID_V84NRDHD,left,t_id_tjWepji1,80,,
ID_W69Q855F,top,t_id_utw0thCe,36,,
ID_9T6G5V96,top,t_id_G5eoqwD8,74,,
ID_S79L43Q0,right,t_id_ROFhVsy2,69,,
ID_OJSSJ2SH,right,t_id_AOWArhGb,34,,
ID_MCE8QF42,top,t_id_Ts5LyVQz,14,,
ID_MXVQP38H,right,t_id_ROFhVsy2,69,,
ID_F4PD807Z,top,t_id_uMOOrQu7,59,,
ID_Z5Q0HDIU,top,t_id_ksTLswDT,63,,
ID_JQZDH8MT,left,t_id_YjXYTCGC,6,,
ID_I4RFOCAR,left,t_id_2Yn71r7R,47,,
ID_J0UFA2PZ,right,t_id_GrxmyS59,20,,
ID_TMK8JF37,right,t_id_8b8sprYe,33,,
ID_XYE9KS2L,left,t_id_WDCMGvI4,52,,
ID_PZCVSR5Z,top,t_id_ZfvZBX4Q,7,,
ID_IEWSNLBH,right,t_id_tjWepji1,80,,
ID_81D4WGDY,right,t_id_pCO59rOk,40,,
ID_GTBTPHZ6,right,t_id_utw0thCe,36,,
ID_I4R49D77,left,t_id_Dv4O8bOM,5,,
ID_D3MCT6M9,right,t_id_qZ0iZYsC,61,,
ID_Z0YTBU9Y,top,t_id_4XiPKIk7,49,,
ID_6W6TGZQI,top,t_id_JI6ba2Yx,31,,
ID_J2CD2PTP,left,t_id_GrxmyS59,20,,
ID_NKLZUEVG,left,t_id_uIlC9Gfo,67,,
ID_DTTHK4N6,top,t_id_mpuNp8mf,53,,
ID_E7T23ZMZ,left,t_id_2E8o5Jtl,38,,
ID_S3BLGCHB,right,t_id_JI6ba2Yx,31,,
ID_CZ5JH3AI,right,t_id_uVgs53Cz,0,,
ID_PEI4Q3OL,right,t_id_hibDzPAP,83,,
ID_S3G4SSTJ,top,t_id_KysHzQQK,84,,
ID_1UZD2RB5,top,t_id_15bo4NKD,91,,
ID_IXA0L1M0,left,t_id_uJXT7dGu,41,,
ID_XWEJQI2A,top,t_id_Kf73l69A,39,,
ID_UMZ6SMA6,right,t_id_DPYQnZyv,26,,
ID_QLXYT50S,right,t_id_Kc1tXDbJ,19,,
ID_2OMWS5P4,right,t_id_hRzOoJ2t,46,,
ID_OUY837TO,top,t_id_0g31STvR,51,,
ID_1Q7KV157,top,t_id_WXXcPTSW,23,,
ID_BPRJ7WOD,left,t_id_e9i3Lbq4,82,,
ID_ICWTYDQB,top,t_id_tjWepji1,80,,
ID_LXZQC7HI,right,t_id_bYageLYA,28,,
ID_YZOQKOUX,top,t_id_BI99coHt,29,,
ID_VB3AX05S,top,t_id_J24awAHQ,3,,
ID_0LHYKDEU,top,t_id_g9Fz8PH7,75,,
ID_A93JG16E,right,t_id_G5eoqwD8,74,,
ID_UNXGGHWX,right,t_id_dc6pjonY,71,,
ID_OTD4A4JG,top,t_id_VFb44eFm,22,,
ID_6J0PC57A,right,t_id_HcnnlRda,10,,
ID_KOGRLQUV,Right,t_id_3b65X5Lw,98,,
ID_PSV6BUWY,left,t_id_pCO59rOk,40,,
ID_C1G38ELN,top,t_id_87CLFCvE,35,,
ID_1V0SE83T,left,t_id_8b8sprYe,33,,
ID_IBWYR0EA,right,t_id_niEvmwXu,24,,
ID_5JTLGUUD,top,t_id_hRzOoJ2t,46,,
ID_EN9YF5QI,right,t_id_stWei2Uq,37,,
ID_LFVG5RUM,right,t_id_Dv4O8bOM,5,,
ID_OP8XW057,top,t_id_stWei2Uq,37,,
ID_UWXTPFFZ,top,t_id_C0wevyOl,65,,
ID_UFUK46C1,left,t_id_hRzOoJ2t,46,,
ID_H2OSAU4N,right,t_id_gJaKYxBQ,4,,
ID_O1I8JHUX,top,t_id_GrxmyS59,20,,
ID_IEH7W645,left,t_id_ROFhVsy2,69,,
ID_KL0BL5JE,top,t_id_WDCMGvI4,52,,
ID_HG1PRFJ3,top,t_id_8b8sprYe,33,,
ID_CGAA7VNO,top,t_id_ifWwxWF4,92,,
ID_MVUXFVLD,right,t_id_mpuNp8mf,53,,
ID_BDMVQH6G,left,t_id_SwQZGIpa,86,,
ID_JD58AF27,left,t_id_QqeoI5F3,43,,
ID_Y2LJOVUQ,left,t_id_Lhp87PBX,15,,
ID_GH1RFB6Z,right,t_id_FBsGDJhU,1,,
ID_A4XCXRO9,left,t_id_pCO59rOk,40,,
ID_5681YYCY,None,t_id_vxRjXq3g,100,10352.0,12497.0
ID_XYNQ8CRK,None,t_id_SVDM8sba,100,4216.0,6361.0
ID_S85H7YGT,None,t_id_Wb5WEaFa,100,5307.0,7452.0
ID_C5ZVISTP,None,t_id_EQqZQWPK,100,6806.0,8951.0
ID_3DTETQ64,None,t_id_h5N2bPBf,100,809.0,2954.0
ID_9A0FPSEO,None,t_id_ES1owbvW,100,439.0,2584.0
ID_69CE5LSO,None,t_id_yy3eWzDm,100,2435.0,4580.0
ID_EYMERKTV,None,t_id_q8Bc7DuO,100,3491.0,5636.0
ID_MLTPFEPH,None,t_id_FWoeJMq4,100,6140.0,8285.0
ID_D6Q3157T,None,t_id_0wcJoKSW,100,6791.0,8936.0
ID_03D5B3XV,None,t_id_SVDM8sba,100,4224.0,6369.0
ID_XEC43NDD,None,t_id_EtZ1oejg,100,2718.0,4863.0
ID_ABHUUXZF,None,t_id_8GTBVUIe,100,6737.0,8882.0
ID_ZMFGB092,None,t_id_kubkz8gN,100,8669.0,10814.0
ID_N9VUJL1B,None,t_id_RAdv7chT,100,3542.0,5687.0
ID_UPLKRATS,None,t_id_1PkIujfS,100,10097.0,12242.0
ID_LD84NV3D,None,t_id_5t2UhDYI,100,4362.0,6507.0
ID_ZG0CXIA9,None,t_id_LyqXltOc,100,8866.0,11011.0
ID_0QXJHZE3,None,t_id_rwLeMuGd,100,4664.0,6809.0
ID_1AJU9AY4,None,t_id_KUSt3TNY,100,10536.0,12681.0
ID_TCTIE13R,None,t_id_7QZGC0CF,100,6833.0,8978.0
ID_J29JYCVG,None,t_id_2zVU5PYk,100,6825.0,8970.0
ID_M9LM54RR,None,t_id_YmawwKwd,100,512.0,2657.0
ID_LQ74DKZU,None,t_id_RRn3rCY9,100,8204.0,10349.0
ID_CRYXZBVQ,None,t_id_eCHKpLtC,100,7785.0,9930.0
ID_PK72ED2K,None,t_id_kkxAz4OA,100,3257.0,5402.0
ID_AY4PAPY0,None,t_id_9cyNVfJk,100,10443.0,12588.0
ID_KUDFEX6G,None,t_id_r1CpvelL,100,5596.0,7741.0
ID_BJBKS01P,None,t_id_tdCesj6H,100,5330.0,7475.0
ID_WHKCMIFF,None,t_id_4OLOhSmx,100,9007.0,11152.0
ID_5RC2CK9J,None,t_id_OQHClJYy,100,2687.0,4832.0
ID_2FOF7HYU,None,t_id_ElTtNp9g,100,9671.0,11816.0
ID_ZE7MPH3E,None,t_id_RkUgb4H5,100,9510.0,11655.0
ID_15419PIE,None,t_id_N69hpzXK,100,8749.0,10894.0
ID_ECSH6BSA,None,t_id_MUvckcNN,100,1635.0,3780.0
ID_EF7Q9RJP,None,t_id_OZxt28ks,100,5026.0,7171.0
ID_7FOG0W2E,None,t_id_IMYHIjJd,100,10259.0,12404.0
ID_1C3ZNFR0,None,t_id_WdKNC0I6,100,2908.0,5053.0
ID_85BUZKRI,None,t_id_6MBlbQiB,100,653.0,2798.0
ID_BS84HT7U,None,t_id_kZdTH590,100,10023.0,12168.0
ID_AYV6FGTS,None,t_id_hRzOoJ2t,46,2029.0,4174.0
ID_KY4KH697,None,t_id_UHs5o4Dv,100,7187.0,9332.0
ID_28TE4EK2,None,t_id_4u5lchGG,100,7105.0,9250.0
ID_2E6N1BFL,None,t_id_B5hcLsua,100,4460.0,6605.0
ID_9X0Q5M4F,None,t_id_lUd6TTCl,100,4943.0,7088.0
ID_BWVWWJ5J,None,t_id_7DtNwSJJ,100,3075.0,5220.0
ID_06S2657F,None,t_id_2TDLRrJZ,100,194.0,2339.0
ID_7CFG2JAE,None,t_id_FcmwuEuw,100,8595.0,10740.0
ID_3QWHB16K,None,t_id_3Y6vafqN,100,373.0,2518.0
ID_E1TBHHIT,None,t_id_8F97J2A1,100,542.0,2687.0
ID_CN3PFU53,None,t_id_SGzl5cJT,100,7950.0,10095.0
ID_J8NW6D1A,None,t_id_LgpGHnNe,100,3085.0,5230.0
ID_02MYIFKJ,None,t_id_2vME1bGI,100,8374.0,10519.0
ID_UAXDGEPV,None,t_id_GwfiTDVe,100,1015.0,3160.0
ID_4ZLLKI4A,None,t_id_gFozderc,100,1419.0,3564.0
ID_G5FKLUSW,None,t_id_pWxqluq6,100,9687.0,11832.0
ID_GM5Z39XE,None,t_id_ZhbmoXIA,100,3658.0,5803.0
ID_HK4IQVK8,None,t_id_A6AZVXJH,100,4081.0,6226.0
ID_4ABYOR07,None,t_id_khO56jso,100,1274.0,3419.0
ID_IIFD8G3L,None,t_id_PTWW39nk,100,5262.0,7407.0
ID_FP0SKIGA,None,t_id_fjHGjp1w,8,345.0,2490.0
ID_KJHU5JFR,None,t_id_3cJpRuye,100,6593.0,8738.0
ID_VM575DNC,None,t_id_dVQ4x3wz,30,3621.0,5766.0
ID_Z3G2KIJ3,None,t_id_0g31STvR,51,5207.0,7352.0
ID_EN5Q3QKQ,None,t_id_4SZAvnEz,100,747.0,2892.0
ID_YRO4OA3D,None,t_id_rwLeMuGd,100,4673.0,6818.0
ID_RTKFN890,None,t_id_FClu4yCG,100,5197.0,7342.0
ID_ZSETY500,None,t_id_tJp3ln0f,100,5440.0,7585.0
ID_ELIR479B,None,t_id_KYzzSB1K,100,4422.0,6567.0
ID_QK7I18YW,None,t_id_u3m45XCo,100,1255.0,3400.0
ID_USHGPNZU,None,t_id_T0slLPrs,100,6387.0,8532.0
ID_PXBCUO8U,None,t_id_e9i3Lbq4,82,1001.0,3146.0
ID_E1NVX848,None,t_id_ZiR5tieC,100,1648.0,3793.0
ID_IXWC8RHO,None,t_id_Ea0SV9N9,100,2768.0,4913.0
ID_0UPWDKIW,None,t_id_sMtt8rtJ,100,4135.0,6280.0
ID_8ZE8UWOE,None,t_id_HFaUkTWu,100,7033.0,9178.0
ID_ULHIU8H8,None,t_id_kIPCJzjn,100,3178.0,5323.0
ID_5BLCSM14,None,t_id_03j9nlAa,100,4323.0,6468.0
ID_5ZDXMDGC,None,t_id_QcoQpYQy,100,1829.0,3974.0
ID_ME3VZMUO,None,t_id_4XiPKIk7,49,5003.0,7148.0
ID_0SYD6OKY,None,t_id_z1dwqq6b,100,2001.0,4146.0
ID_NU991RZ6,None,t_id_izZ3lvmf,100,5910.0,8055.0
ID_8U15EICN,None,t_id_pVkdbIw5,100,1394.0,3539.0
ID_CY6TGT6D,None,t_id_sZ8nelck,100,3134.0,5279.0
ID_CSSBWDNL,None,t_id_WNW6qcsF,100,10105.0,12250.0
ID_LQIOE7VT,None,t_id_Y3CwlX1o,100,7858.0,10003.0
ID_U04CLOQS,None,t_id_w7bkUjGQ,100,8329.0,10474.0
ID_96KBFYEL,None,t_id_r4BhqcgH,100,1518.0,3663.0
ID_ABJMW3MI,None,t_id_FltEvPXm,100,3318.0,5463.0
ID_50SR1KL2,None,t_id_4dKntPVB,100,7816.0,9961.0
ID_6SRQDW7K,None,t_id_2E8o5Jtl,38,3475.0,5620.0
ID_B3L8KV5V,None,t_id_0BOenVGi,100,1622.0,3767.0
ID_NDYUIYJ2,None,t_id_kFVuq7Hy,100,3336.0,5481.0
ID_JFJQ16RU,None,t_id_IIksA7SA,100,8234.0,10379.0
ID_R26K4JXA,None,t_id_r4BhqcgH,100,1516.0,3661.0
ID_UVCOGK6L,None,t_id_ZpwgERAm,100,2040.0,4185.0
ID_K7A152PL,None,t_id_8h7usUUf,100,613.0,2758.0
ID_CILQ3OAB,None,t_id_fcouyYHI,100,3865.0,6010.0
ID_WKF8GA9X,None,t_id_mfJ8pQAw,100,2957.0,5102.0
ID_9E551NO1,None,t_id_Y29Gj8px,100,4410.0,6555.0
ID_EQ0N1X4X,None,t_id_kzNpjPcj,100,8961.0,11106.0
ID_AIZDDDMB,None,t_id_h5N2bPBf,100,808.0,2953.0
ID_VOD40VR1,None,t_id_u6mMfWtf,100,2355.0,4500.0
ID_6IWRQP2Z,None,t_id_qa1llFOW,100,2311.0,4456.0
ID_8QRL9KPX,None,t_id_1w68idxd,100,4340.0,6485.0
ID_G3FOYIZD,None,t_id_7anFBDAi,100,8833.0,10978.0
ID_OMAFISXN,None,t_id_RJBQ60ls,100,6173.0,8318.0
ID_LM51J7YQ,None,t_id_Q33Ju1n9,100,2061.0,4206.0
ID_YBVWXB8T,None,t_id_MlZrMrBQ,100,2548.0,4693.0
ID_BAAAWHJC,None,t_id_OkWvuhRQ,100,5979.0,8124.0
ID_GO2Y9LMX,None,t_id_8Q4ruggg,100,7200.0,9345.0
ID_PYHXJ242,None,t_id_uHxXzyma,100,2814.0,4959.0
ID_7C5Z31UM,None,t_id_2jJNiPzx,100,3438.0,5583.0
ID_GB4HNTU0,None,t_id_kubkz8gN,100,8663.0,10808.0
ID_C3KLNODR,None,t_id_lhu7wvc0,100,4825.0,6970.0
ID_CAQNWMEJ,None,t_id_KbBKFzi0,100,6338.0,8483.0
ID_W4KNDO0A,None,t_id_MnEhNmKI,100,3162.0,5307.0
ID_B3KQE04B,None,t_id_TeQFNMWD,100,8508.0,10653.0
ID_A6HRMBQW,None,t_id_IzPeCD4j,100,3986.0,6131.0
ID_LTG254EA,None,t_id_pXlpOBlB,100,6146.0,8291.0
ID_IKU0D6OR,None,t_id_6iDDaGFJ,100,2571.0,4716.0
ID_FYFQV3EM,None,t_id_HNYKEPo7,100,3293.0,5438.0
ID_D0QKHCUN,None,t_id_SPCd2wdx,100,6958.0,9103.0
ID_IZBDV677,None,t_id_XHWPkrBN,100,2400.0,4545.0
ID_WBMBB2FG,None,t_id_w30rOuMP,100,863.0,3008.0
ID_U28ARCI3,None,t_id_eCHKpLtC,100,7797.0,9942.0
ID_OYMGFCR8,None,t_id_dVQ4x3wz,30,3599.0,5744.0
ID_09XMLAW8,None,t_id_W4seZUBH,100,1805.0,3950.0
ID_YD92WS2H,None,t_id_o7NmvcRI,100,9398.0,11543.0
ID_XLZJIAZA,None,t_id_FFUgltSC,100,7511.0,9656.0
ID_TWA0WY7C,None,t_id_z19EyFm2,100,7248.0,9393.0
ID_VSO5UMBA,None,t_id_kEqEbiJ6,100,5493.0,7638.0
ID_INXLHFWG,None,t_id_OJnYu76V,100,8283.0,10428.0
ID_5TQ6FM8G,None,t_id_rGuqzqx9,100,4091.0,6236.0
ID_OZO7KCYU,None,t_id_k71DPGlJ,100,3903.0,6048.0
ID_TEQCP50G,None,t_id_4SZAvnEz,100,750.0,2895.0
ID_P5GMBAKU,None,t_id_eK9yXCaT,100,5310.0,7455.0
ID_MVC8CYQQ,None,t_id_GdSIEibv,100,7860.0,10005.0
ID_R7C67R5I,None,t_id_1drcabyo,100,6267.0,8412.0
ID_W59LF0HU,None,t_id_9FY0DXKu,100,2935.0,5080.0
ID_D3O1C06C,None,t_id_ktcJyjOj,100,6548.0,8693.0
ID_L0EXOYGH,None,t_id_VUjSJ6i1,100,6402.0,8547.0
ID_5BM5UTVC,None,t_id_JqkPTnFy,100,4889.0,7034.0
ID_1S3UWI52,None,t_id_67uvH0nC,100,2138.0,4283.0
ID_4Z8UPHIM,None,t_id_3S581S5r,100,946.0,3091.0
ID_BD55HLG1,None,t_id_8nyDQMQU,100,6308.0,8453.0
ID_0C6ABQ6L,None,t_id_qBlKgrOX,100,3055.0,5200.0
ID_OIDS1V3J,None,t_id_PKA6Gt6m,100,8763.0,10908.0
ID_G7ZIWG86,None,t_id_FALj4XeK,100,6688.0,8833.0
ID_C7M5CQPB,None,t_id_XHgS4RMp,100,2501.0,4646.0
ID_Y2OA3TCA,None,t_id_5VP8j6XO,100,6810.0,8955.0
ID_UF0GOJ77,None,t_id_9Cl8cMT8,100,4907.0,7052.0
ID_DW592WP1,None,t_id_qG69peVd,100,5678.0,7823.0
ID_TC1HXQID,None,t_id_3Dg3rI3S,100,6813.0,8958.0
ID_9DP5MZ3R,None,t_id_m3owqDoC,100,1544.0,3689.0
ID_RX68KHOL,None,t_id_R3EOhnIo,100,5229.0,7374.0
ID_6QL1VU2K,None,t_id_pbtZIcjs,100,4643.0,6788.0
ID_I1VH076W,None,t_id_YjXYTCGC,6,7278.0,9423.0
ID_JAWVDPTD,None,t_id_2FO36IVp,100,8896.0,11041.0
ID_1YP3L9NZ,None,t_id_WIdRKtcX,100,7130.0,9275.0
ID_E8PU19TF,None,t_id_0TOnamwJ,100,5328.0,7473.0
ID_IT05XFL1,None,t_id_H9fiqHrg,100,7040.0,9185.0
ID_MWKGTPKB,None,t_id_8lQ3Qmh6,100,7431.0,9576.0
ID_ICFC0T8E,None,t_id_f9abc7IG,100,4202.0,6347.0
ID_TWNS32PP,None,t_id_BtGLHx2D,100,9494.0,11639.0
ID_X0AA1KYY,None,t_id_SobFRuZt,100,6477.0,8622.0
ID_97BMD90S,None,t_id_DbmclTcj,62,3823.0,5968.0
ID_KE8BOVGY,None,t_id_c9nKJKtV,100,6980.0,9125.0
ID_6G6N5AYX,None,t_id_UVnltvSp,100,822.0,2967.0
ID_8ZQG2PW7,None,t_id_0FcGb4xg,100,10351.0,12496.0
ID_X3PH2DTY,None,t_id_OAasWDIl,100,9295.0,11440.0
ID_EN7WXS17,None,t_id_vWWPNgG6,100,1646.0,3791.0
ID_UJOAYMLH,None,t_id_89379gOw,100,10543.0,12688.0
ID_MGB788AW,None,t_id_YC2Ef5nT,100,6107.0,8252.0
ID_NNU6TVNH,None,t_id_KQfG3lzw,100,207.0,2352.0
ID_BR2O650M,None,t_id_NprDnK4f,100,6342.0,8487.0
ID_2LGEJ59C,None,t_id_ZeZe6U0T,100,8344.0,10489.0
ID_AFQXLQ57,None,t_id_Fm1eRUoW,100,4170.0,6315.0
ID_ASZU6DTN,None,t_id_kblKtciT,100,624.0,2769.0
ID_RJD46BIP,None,t_id_CiA2JZf0,100,527.0,2672.0
ID_TRPW81YF,None,t_id_Z000XGUa,100,4838.0,6983.0
ID_S4O7GO1Z,None,t_id_Z8rwgnqE,100,9059.0,11204.0
ID_XRCADO4X,None,t_id_FAtALgNg,100,9323.0,11468.0
ID_2XJ7KJ1Q,None,t_id_VBoy10UC,100,6776.0,8921.0
ID_OJHDIMNI,None,t_id_AQr1VYeS,100,8337.0,10482.0
ID_XVEX3ZS2,None,t_id_EP2tm8kR,100,7928.0,10073.0
ID_BOJKXFL4,None,t_id_2A9mJ7eu,100,6716.0,8861.0
ID_DAJIWS46,None,t_id_QsO0TO5o,100,6281.0,8426.0
ID_KE1C68EI,None,t_id_90EiKvnp,100,9177.0,11322.0
ID_KRJI4OU5,None,t_id_XlTd6iU5,100,7629.0,9774.0
ID_P5XWY2LN,None,t_id_LyqXltOc,100,8865.0,11010.0
ID_HH2C3NZX,None,t_id_8vEFBm5v,100,8439.0,10584.0
ID_1IB6UD2I,None,t_id_uJXT7dGu,41,3770.0,5915.0
ID_53W24NPG,None,t_id_lt9jQtvW,100,2161.0,4306.0
ID_SJM80LMG,None,t_id_C71wO1Y9,100,8778.0,10923.0
ID_90BJO626,None,t_id_7nnT41wA,100,6253.0,8398.0
ID_EXX9VJ7E,None,t_id_BtGLHx2D,100,9493.0,11638.0
ID_4S8X3E9S,None,t_id_CLV3cXa3,100,7667.0,9812.0
ID_4DCP40GI,None,t_id_t6kJ7qaR,100,2250.0,4395.0
ID_GI6YQ1UW,None,t_id_R3EOhnIo,100,5222.0,7367.0
ID_GUPV1XQW,None,t_id_SwxCycS7,100,9752.0,11897.0
ID_5VE8SOO8,None,t_id_2LvwoqHz,100,5904.0,8049.0
ID_WJSGUCNM,None,t_id_G92RYbQH,100,10643.0,12788.0
ID_1VQOFZKE,None,t_id_bG32WHzY,100,9077.0,11222.0
ID_NE3ITGCL,None,t_id_5GDo0dtx,100,10477.0,12622.0
ID_5RH97CZM,None,t_id_7SC9mstj,100,7962.0,10107.0
ID_P10O3F8Q,None,t_id_LEdiZa1p,100,908.0,3053.0
ID_3SAF0VVE,None,t_id_mnpIeVcR,100,6284.0,8429.0
ID_D0SCJ76M,None,t_id_2jJNiPzx,100,3441.0,5586.0
ID_ZEXCJY1G,None,t_id_2rTyEuLy,100,9403.0,11548.0
ID_7421TUIW,None,t_id_1yDickOw,100,9982.0,12127.0
ID_32FS5XCX,None,t_id_WlFxUEEt,100,1630.0,3775.0
ID_YPPRKARS,None,t_id_TdiYbkvq,100,5817.0,7962.0
ID_D95NNPDG,None,t_id_gzaNTsqs,100,6837.0,8982.0
ID_IYJW118O,None,t_id_5Zcc3b5e,100,5844.0,7989.0
ID_IQBTPRTN,None,t_id_60IfR7LL,100,6889.0,9034.0
ID_IR769WZO,None,t_id_gB5pnOkb,100,10092.0,12237.0
ID_TC82ACX5,None,t_id_zdrCq0wy,100,597.0,2742.0
ID_3LGKNU3Q,None,t_id_yBXFVrGE,100,2889.0,5034.0
ID_U17Y9R7K,None,t_id_IaqbqYAa,100,1773.0,3918.0
ID_VSPYKD3D,None,t_id_vtGkKPFs,100,3971.0,6116.0
